Scn , Algo , IS , Ndrones , wCoverage , wDist , OOPenalty , InitCov , FinCov , InitTotDist , FinTotDist , InitMeanDist , FinMeanDist , InitMedianDist , FinMedianDist , InitOverflow , FinOverflow , InitOverlap , FinOverlap , Time
s3 , GenSA , 0 , 12 , 1 , 0.5 , 1 , 73.98 , 84.48 , 3518.392 , 2669.102 , 293.1993 , 222.4251 , 301.786 , 233.001 , 40.03 , 4.06 , 0.08 , 3.97 , 235.995
s3 , GenSA , 0 , 2 , 1 , 0.5 , 1 , 21.94 , 40.04 , 475.5999 , 508.6968 , 237.8 , 254.3484 , 237.8 , 254.3484 , 78.44 , 0.04 , 0 , 0 , 699.624
s3 , GenSA , 0 , 4 , 1 , 0.5 , 1 , 57.24 , 72.43 , 1322.591 , 1129.368 , 330.6476 , 282.342 , 335.7056 , 282.2059 , 36.72 , 1.02 , 0.04 , 0.9 , 1000.767
s3 , GenSA , 0 , 6 , 1 , 0.5 , 1 , 69.59 , 82.43 , 1760.005 , 1413.543 , 293.3342 , 235.5905 , 287.3185 , 258.8757 , 45.97 , 2.32 , 0.04 , 2.06 , 144.125
s3 , GenSA , 0 , 8 , 1 , 0.5 , 1 , 75.61 , 76.96 , 2457.351 , 1638.372 , 307.1689 , 204.7965 , 306.4045 , 218.0823 , 37.46 , 0.82 , 0.05 , 1.4 , 189.014
s3 , DEoptim , 0 , 10 , 1 , 0.5 , 1 , 67.29 , 85.91 , 3112.844 , 2335.383 , 311.2844 , 233.5383 , 329.6332 , 256.8218 , 51.66 , 5.48 , 0.13 , 4.71 , 532.004
s3 , DEoptim , 0 , 12 , 1 , 0.5 , 1 , 73.98 , 85.36 , 3518.392 , 3011.189 , 293.1993 , 250.9324 , 301.786 , 240.8482 , 40.03 , 6.54 , 0.08 , 7.92 , 602.031
s3 , DEoptim , 0 , 2 , 1 , 0.5 , 1 , 21.94 , 40.04 , 475.5999 , 508.3166 , 237.8 , 254.1583 , 237.8 , 254.1583 , 78.44 , 0.04 , 0 , 0 , 39.784
s3 , DEoptim , 0 , 4 , 1 , 0.5 , 1 , 57.24 , 71.23 , 1322.591 , 1177.953 , 330.6476 , 294.4881 , 335.7056 , 307.4388 , 36.72 , 1.96 , 0.04 , 0.68 , 189.84
s3 , DEoptim , 0 , 6 , 1 , 0.5 , 1 , 69.59 , 84.73 , 1760.005 , 1673.829 , 293.3342 , 278.9715 , 287.3185 , 269.6928 , 45.97 , 4.1 , 0.04 , 3.63 , 390.513
s3 , DEoptim , 0 , 8 , 1 , 0.5 , 1 , 75.61 , 76.98 , 2457.351 , 1688.086 , 307.1689 , 211.0108 , 306.4045 , 228.3509 , 37.46 , 2.55 , 0.05 , 2.77 , 647.313
