Scn , Algo , IS , Ndrones , wCoverage , wDist , OOPenalty , InitCov , FinCov , InitTotDist , FinTotDist , InitMeanDist , FinMeanDist , InitMedianDist , FinMedianDist , InitOverflow , FinOverflow , InitOverlap , FinOverlap , Time
s1 , GenSA , 0 , 8 , 1 , 0 , 0 , 75.61 , 99.97 , 2457.351 , 2499.34 , 307.1689 , 312.4175 , 306.4045 , 312.5562 , 37.46 , 27.85 , 0.05 , 31.97 , 1000.775
s1 , DEoptim , 0 , 10 , 1 , 0 , 0 , 67.29 , 99.98 , 3112.844 , 3118.598 , 311.2844 , 311.8598 , 329.6332 , 312.5808 , 51.66 , 28.3 , 0.13 , 52.06 , 935.313
s1 , DEoptim , 0 , 12 , 1 , 0 , 0 , 73.98 , 99.92 , 3518.392 , 3882.511 , 293.1993 , 323.5426 , 301.786 , 337.2177 , 40.03 , 38.82 , 0.08 , 47.91 , 772.971
s1 , DEoptim , 0 , 2 , 1 , 0 , 0 , 21.94 , 40.05 , 475.5999 , 565.263 , 237.8 , 282.6315 , 237.8 , 282.6315 , 78.44 , 0 , 0 , 0 , 13.819
s1 , DEoptim , 0 , 4 , 1 , 0 , 0 , 57.24 , 76.33 , 1322.591 , 1212.754 , 330.6476 , 303.1886 , 335.7056 , 304.3635 , 36.72 , 2.37 , 0.04 , 2.59 , 166.318
s1 , DEoptim , 0 , 6 , 1 , 0 , 0 , 69.59 , 95.86 , 1760.005 , 1880.973 , 293.3342 , 313.4955 , 287.3185 , 305.8908 , 45.97 , 9.66 , 0.04 , 15.21 , 427.507
s1 , DEoptim , 0 , 8 , 1 , 0 , 0 , 75.61 , 94.63 , 2457.351 , 2534.072 , 307.1689 , 316.7591 , 306.4045 , 310.2245 , 37.46 , 20.73 , 0.05 , 19.71 , 269.402
s4 , GA , 0 , 10 , 1 , 0.5 , 0 , 67.29 , 99.51 , 3112.844 , 2763.189 , 311.2844 , 276.3189 , 329.6332 , 284.163 , 51.66 , 23.17 , 0.13 , 24.49 , 894.399
s4 , GA , 0 , 12 , 1 , 0.5 , 0 , 73.98 , 98.67 , 3518.392 , 2947.513 , 293.1993 , 245.6261 , 301.786 , 243.6696 , 40.03 , 14.75 , 0.08 , 23.13 , 528.755
s4 , GA , 0 , 2 , 1 , 0.5 , 0 , 21.94 , 39.13 , 475.5999 , 484.7536 , 237.8 , 242.3768 , 237.8 , 242.3768 , 78.44 , 1.96 , 0 , 0.4 , 226.144
s4 , GA , 0 , 4 , 1 , 0.5 , 0 , 57.24 , 75.09 , 1322.591 , 1160.285 , 330.6476 , 290.0711 , 335.7056 , 288.2923 , 36.72 , 4.52 , 0.04 , 1.55 , 153.915
s4 , GA , 0 , 6 , 1 , 0.5 , 0 , 69.59 , 87.69 , 1760.005 , 1693.774 , 293.3342 , 282.2956 , 287.3185 , 283.8611 , 45.97 , 13.48 , 0.04 , 18.99 , 281.806
s4 , GA , 0 , 8 , 1 , 0.5 , 0 , 75.61 , 98.08 , 2457.351 , 2293.699 , 307.1689 , 286.7124 , 306.4045 , 278.1297 , 37.46 , 14.05 , 0.05 , 22.35 , 394.131
s4 , GenSA , 0 , 10 , 1 , 0.5 , 0 , 67.29 , 98.49 , 3112.844 , 2439.563 , 311.2844 , 243.9563 , 329.6332 , 258.3295 , 51.66 , 23.75 , 0.13 , 23.26 , 201.475
s4 , GenSA , 0 , 12 , 1 , 0.5 , 0 , 73.98 , 98.76 , 3518.392 , 2943.879 , 293.1993 , 245.3233 , 301.786 , 240.7598 , 40.03 , 28.83 , 0.08 , 35.46 , 192.889
s4 , GenSA , 0 , 2 , 1 , 0.5 , 0 , 21.94 , 39.56 , 475.5999 , 493.4203 , 237.8 , 246.7102 , 237.8 , 246.7102 , 78.44 , 0.87 , 0 , 0.39 , 710.776
s4 , GenSA , 0 , 4 , 1 , 0.5 , 0 , 57.24 , 76.14 , 1322.591 , 1185.03 , 330.6476 , 296.2576 , 335.7056 , 296.3428 , 36.72 , 2.71 , 0.04 , 2.49 , 1001.651
s4 , GenSA , 0 , 6 , 1 , 0.5 , 0 , 69.59 , 96.12 , 1760.005 , 1812.892 , 293.3342 , 302.1487 , 287.3185 , 307.2284 , 45.97 , 9.78 , 0.04 , 15.24 , 1002.134
s4 , GenSA , 0 , 8 , 1 , 0.5 , 0 , 75.61 , 98.32 , 2457.351 , 2178.361 , 307.1689 , 272.2951 , 306.4045 , 278.3201 , 37.46 , 19.24 , 0.05 , 17.7 , 1001.921
s4 , DEoptim , 0 , 10 , 1 , 0.5 , 0 , 67.29 , 98.03 , 3112.844 , 2690.566 , 311.2844 , 269.0566 , 329.6332 , 280.6728 , 51.66 , 30.53 , 0.13 , 22.78 , 742.622
s4 , DEoptim , 0 , 12 , 1 , 0.5 , 0 , 73.98 , 97.09 , 3518.392 , 2860.62 , 293.1993 , 238.385 , 301.786 , 249.7786 , 40.03 , 23.02 , 0.08 , 32.42 , 1296.589
s4 , DEoptim , 0 , 2 , 1 , 0.5 , 0 , 21.94 , 39.56 , 475.5999 , 493.0861 , 237.8 , 246.543 , 237.8 , 246.543 , 78.44 , 0.87 , 0 , 0.39 , 30.899
s4 , DEoptim , 0 , 4 , 1 , 0.5 , 0 , 57.24 , 76.1 , 1322.591 , 1187.73 , 330.6476 , 296.9324 , 335.7056 , 296.9465 , 36.72 , 3.21 , 0.04 , 2.05 , 197.45
s4 , DEoptim , 0 , 6 , 1 , 0.5 , 0 , 69.59 , 95.02 , 1760.005 , 1807.892 , 293.3342 , 301.3153 , 287.3185 , 300.4862 , 45.97 , 14.58 , 0.04 , 11.41 , 416.639
s4 , DEoptim , 0 , 8 , 1 , 0.5 , 0 , 75.61 , 96.14 , 2457.351 , 2120.46 , 307.1689 , 265.0575 , 306.4045 , 273.3816 , 37.46 , 18.44 , 0.05 , 21.9 , 694.711
